ST,Account **CARRIER**,Carrier Comp Type OTG PDNG OTG ADD OTG - Zayo = zMAP NEW = On comp statement PDNG in Monday,Carrier Relationship,Service Provider,Status / Type,"Opportunity ""Promo Year"" **KEEP ORIGINAL OPP**",Promo Year Revenue / OG SF Opp zMAP = anything new to OTG **KEEP ORIGINAL OPP**,Install Date OR OTG payable Date,OTG Comp Billing item,Cust. ACTIVE BAN,Historic BAN - non-ZNS,Item Desc. from current Carrier Statement,PAYING Monthly Comp % to OTG from current Carrier Statement,Quantity,Price,"Monthly Unit Price Quantity x Price QRC/SEMI//YRC x 4, 6, or 12",EXPECTED/Mo. OTG Comp % - column R Comp Key,Monthly Comp to OTG per EXPECTED Comp %,One-Time Unit Price / SPIFF,One-Time Comp % to OTG,One-Time Comp Expected to OTG,Cust. Billed Type,COMP 1,COMP 2,COMP 3,COMP 4,before 07/2025 COMP 1,before 07/2025 COMP 2,before 07/2025 COMP 3,before 07/2025 COMP 4,NOTES RED Highlight = Differs from before comp key,MISSING OTG COMP,SVC Change Date,Prev. Unit Price,OTG Compensable Product NAME,MISSING MONDAY,Sig Date,Term,Location Name,Service Address,Order #,Circuit ID,Unique Order Details SOC / SC,TED,Renewal Details,Monday Product Comments - EXCLUDE SPLIT NOTES/VALUES,Monday Item ID,COMP CALC Mo. OTG RCVD Funds>>,OTG PD since July Seller Statemen June Deposit,July Seller Statement - June Deposit,Aug Seller Stmt - July Deposit,Sept Seller Stmt - Aug Deposit,Oct Seller Stmt - Sept Deposit,Nov Seller Stmt - Oct Deposit,Dec Seller Stmt - Nov Deposit,Jan Seller Stmt - Dec Deposit,Feb Seller Stmt - Jan Deposit,Mar Seller Stmt - Feb Deposit,Apr Seller Stmt - Mar Deposit,May Seller Stmt - Apr Deposit,June Seller Stmt - May Deposit
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729394,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729395,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729396,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729397,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729398,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$163.70,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729548,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$163.70,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729549,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729550,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$163.70,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729600,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729601,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729602,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729603,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729604,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$163.70,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729605,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729606,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729607,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729608,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729609,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729610,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$163.70,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,729611,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$147.33,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,731209,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$114.59,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,732715,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$114.59,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,735521,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$114.59,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,735522,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$114.59,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,735523,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$114.59,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,737359,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$114.59,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2023,2/28/23,740412,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$119.87,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,2022,FL - Hillsborough County PS 2022,10/28/22,741957,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$16.37,$16.37,$16.37,$112.96,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,,,7/1/25,773348,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,"$307,222.00",11.00%,"$33,794.42",MRC,RD3,,OVR,,,,,,,,,,HCPS Z-Ethernet SN 773348,MISSING MONDAY,2/12/25,12,"Aquilla J. Morgan HS (was UUU)
LennardÂ High School","1712 Westlake Dr Wimauma, FL, 33598
2342 E. Shell Point Road Ruskin, FL 33570",2458764,"ETYX/373355/258/ZYO, F25E-0253872","SC-802603, SC-802604",6/30/26,"30 days, 1M Auto",,,,,,,,$32.75,$16.37,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,,,7/11/25,773769,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,"$201,721.20",11.00%,"$22,189.33",MRC,RD3,,OVR,,,,,,,,,,HCPS Z-Ethernet SN 773769,MISSING MONDAY,2/12/25,157,"Plant City Career
TrapnellÂ Elementary","1690 E Park Rd Plant City, FL, 33563
1605 West TrapnellÂ Road Plant City, FL 33566",2459517,"ETYX/373355/256/ZYO, F25E-0253806, F25E-0253807","SC-804283, SC-804284, SC-804285",8/30/38,"30 days, 1M Auto",,,,,,,,$27.46,$16.37,$16.37,$16.37,,,,,
FL,Hillsborough County Public - MRC Schools,OTG,Direct,Zayo,Active,,,7/21/25,774832,39096,39096,Ethernet Port Charge,,1.00,$109.15,$109.15,15.00%,$16.37,"$377,564.00",11.00%,"$41,532.04",MRC,RD3,,OVR,,,,,,,,,,HCPS Z-Ethernet SN 774832,MISSING MONDAY,2/12/25,157,"""Dorothy"" York Academy
EisenhowerÂ Middle","5995 Covington Garden Dr Apollo Beach, FL, 33572
7620 Old Big Bend Road Gibsonton, FL 33534",2459515,"ETYX/373355/257/ZYO, F25E-0253823, F25E-0253824","SC-806540, SC-806541, SC-806542",8/30/38,"30 days, 1M Auto",,,,,,,,$22.18,$16.37,$16.37,$16.37,,,,,
FL,Hillsborough County Public Schools,OTG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,9/1/23,30488,30488,,ENA Internet Access,18.00%,1.00,"$27,020.00","$27,020.00",15.00%,"$4,053.00",$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. 09/18/25 VP: Install date based on billing period OTG first PD on Carrier Statement; MRC based on 2026-06 Carrier Statement,,,,,,,36,ROSSAC,"901 E Kennedy Blvd (ROSSAC) Tampa, FL 33603",,"SI-004925, SI-004922",,,,,,,,,"$65,524.50",,,,"$17,948.88",,,,,,
FL,Hillsborough County Public Schools,OTG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,9/1/23,30488,30488,,ENA Netshield UTM,18.00%,1.00,"$15,110.00","$15,110.00",15.00%,"$2,266.50",$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. 09/18/25 VP: Install date based on billing period OTG first PD on Carrier Statement; MRC based on 2026-06 Carrier Statement,,,,,,,36,ROSSAC,"901 E Kennedy Blvd (ROSSAC) Tampa, FL 33603",,SI-004924,,,,,,,,,,,,,,,,,,,
FL,Hillsborough County Public Schools,OTG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,9/1/23,30488,30488,,Indicator of Compromise,18.00%,1.00,"$2,250.00","$2,250.00",15.00%,$337.50,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. 09/18/25 VP: Install date based on billing period OTG first PD on Carrier Statement; MRC based on 2026-06 Carrier Statement,,,,,,,36,ROSSAC,"901 E Kennedy Blvd (ROSSAC) Tampa, FL 33603",,SI-004924,,,,,,,,,,,,,,,,,,,
FL,Hillsborough County Public Schools,OTG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,9/1/23,30488,30488,,DDoS Protection,18.00%,1.00,"$9,282.00","$9,282.00",15.00%,"$1,392.30",$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. 09/18/25 VP: Install date based on billing period OTG first PD on Carrier Statement; MRC based on 2026-06 Carrier Statement,,,,,,,36,,"5000 North Central Avenue Tampa, FL 33603",,SI-004923,,,,,,,,,,,,,,,,,,,
FL,Hillsborough County Public Schools,OTG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,12/1/24,30488,30488,,ENA Internet Access,18.00%,1.00,"$27,020.00","$27,020.00",15.00%,"$4,053.00",$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. 09/18/25 VP: Install date based on billing period OTG first PD on Carrier Statement; MRC based on 2026-06 Carrier Statement,,,,,,,36,TOC,"8921 Brittany Way (TOC) Tampa, FL 33619",,"SI-004925, SI-004922",,,,,,,,,,,,,,,,,,,
FL,Hillsborough County Public Schools,OTG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,12/1/24,30488,30488,,ENA Netshield UTM,18.00%,1.00,"$15,110.00","$15,110.00",15.00%,"$2,266.50",$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. 09/18/25 VP: Install date based on billing period OTG first PD on Carrier Statement; MRC based on 2026-06 Carrier Statement,,,,,,,36,TOC,"8921 Brittany Way (TOC) Tampa, FL 33619",,SI-004924,,,,,,,,,,,,,,,,,,,
FL,Hillsborough County Public Schools,OTG PDNG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,8/13/23,30488,30488,,ENA Internet Access,18.00%,1.00,"$27,020.00","$27,020.00",15.00%,"$4,053.00",$0.00,0.00%,$0.00,MRC,RD3,,OVR,,,,,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. ,,,,,,,36,ROSSAC,"901 E Kennedy Blvd (ROSSAC), Tampa, FL 33603",,"SI-004925, SI-004922",,,,,,,,,,,,,,,,,,,
FL,Hillsborough County Public Schools,OTG PDNG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,5/5/24,30488,30488,,ENA Internet Access,18.00%,1.00,"$27,020.00","$27,020.00",15.00%,"$4,053.00",$0.00,0.00%,$0.00,MRC,RD3,,OVR,,,,,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. ,,,,,,,36,TOC,"8921 Brittany Way (TOC), Tampa, FL 33619",,"SI-004925, SI-004922",,,,,,,,,,,,,,,,,,,
FL,Hillsborough County Public Schools,OTG PDNG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,8/16/23,30488,30488,,ENA Netshield UTM (ROSSAC),18.00%,1.00,"$15,110.00","$15,110.00",15.00%,"$2,266.50",$0.00,0.00%,$0.00,MRC,RD3,,OVR,,,,,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. ,,,,,,,36,ROSSAC,"901 E Kennedy Blvd (ROSSAC), Tampa, FL 33603",,SI-004924,,,,,,,,,,,,,,,,,,,
FL,Hillsborough County Public Schools,OTG PDNG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,8/16/23,30488,30488,,Indicator of Compromise,18.00%,1.00,"$2,250.00","$2,250.00",15.00%,$337.50,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,,,,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. ,,,,,,,36,ROSSAC,"901 E Kennedy Blvd (ROSSAC), Tampa, FL 33603",,SI-004924,,,,,,,,,,,,,,,,,,,
FL,Hillsborough County Public Schools,OTG PDNG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,8/16/23,30488,30488,,ENA Netshield UTM (TOC),18.00%,1.00,"$15,110.00","$15,110.00",15.00%,"$2,266.50",$0.00,0.00%,$0.00,MRC,RD3,,OVR,,,,,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. ,,,,,,,36,TOC,"8921 Brittany Way (TOC), Tampa, FL 33619",,SI-004924,,,,,,,,,,,,,,,,,,,
FL,Hillsborough County Public Schools,OTG PDNG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,5/5/24,30488,30488,,ENA Netshield UTM (TOC),18.00%,1.00,"$2,250.00","$2,250.00",15.00%,$337.50,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,,,,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. 09/23/25 VP: NOT on Lani 08/15 Export,,,,,,,36,ROSSAC,"8921 Brittany Way (TOC), Tampa, FL 33619",,SI-004924,,,,,,,,,,,,,,,,,,,
FL,Hillsborough County Public Schools,OTG PDNG,Direct,Zayo - ENA,Active,2023,FL - Hillsborough County PS 2023,8/13/23,30488,30488,,DDoS Protection,18.00%,1.00,"$9,282.00","$9,282.00",15.00%,"$1,392.30",$0.00,0.00%,$0.00,MRC,RD3,,OVR,,,,,,12/09/25 VP: call w/DC conf this is the correct split as of 06/03 go forward. ,,,,,,,36,Hillsborough High School,"5000 North Central Avenue, Tampa, FL 33603",,SI-004923,,,,,,,,,,,,,,,,,,,
CO,Hoehne School District RE3-ZNS,OTG,Direct,Zayo,Active,2019,CO - Hoehne School District RE-3 2019,3/26/19,307316,44512,,Interface Port Charge,,1.00,$757.00,$757.00,15.00%,$113.55,$0.00,0.00%,$0.00,MRC,HA1,,OVR,,HA1,,OVR,,,,,,,,,,,,,,,,,,,,,,$113.55,$113.55,$113.55,$113.55,$113.55,$113.55,,,,,
CO,Holly School District RE-3,OTG PDNG,Direct,Zayo - ENA,Active,,ENA,,46018,46018,,ENA Internet Access,,1.00,"$1,750.00","$1,750.00",15.00%,$262.50,$0.00,0.00%,$0.00,MRC,RD4,,OVR,,,,,,09/23/25 VP: ON Lani 08/15 Export - MRC no match,,,,,,,,,,,,SD-018949,,,,,,,,,,,,$16.11,$21.48,,,,,
CO,Holly School District RE-3,zMAP,Direct - zMAP,Zayo - ENA,Active,2026,zMAP,,46018,46018,,TBD,,1.00,$895.00,$895.00,3.00%,$26.85,$0.00,0.00%,$0.00,MRC,RD4,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Holy Rosary School,OTG,Direct,Lumen,Active,2016,WA - HOLY ROSARY SCHOOL ERY2016,,88002503,88002503,,Lumen-DIA,,1.00,$414.01,$414.01,17.00%,$70.38,$0.00,0.00%,$0.00,MRC,RD5,,,,RD5,,,,,,,,,,,,,,,,,,,,,,,,$70.54,$70.54,$66.34,$59.07,$59.07,$59.07,,,,,
"ID",Homedale Joint District,zMAP,Direct - zMAP,Zayo - ENA,Active,2026,zMAP,,9449,9449,,TBD,,1.00,"$1,900.00","$1,900.00",3.00%,$57.00,$0.00,0.00%,$0.00,MRC,RD2,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$227.17,$102.76,,,,,
TX,Hondo Independent School District,OTG PDNG,Direct,Zayo - ENA,Active,,ENA,,69014,69014,,ENA SmartFax,,1.00,"$2,201.25","$2,201.25",15.00%,$330.19,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,,,,,09/23/25 VP: ON Lani 08/15 Export - MRC no match,,,,,,,,,,,,SD-017864,,,,,,,,,,,,,,,,,,
TX,Hondo Independent School District,zMAP,Direct - zMAP,Zayo - ENA,Active,2026,zMAP,,69014,69014,,TBD,,1.00,$0.00,$0.00,3.00%,$0.00,$0.00,0.00%,$0.00,MRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Houston Community College System,OTG - Zayo = zMAP,Direct - zMAP,Zayo,Active,2025,Houston Community College System,3/6/25,371011,50350,23348,Dark Fiber,,1.00,$647.08,$647.08,3.00%,$19.41,"$5,000.00",11.00%,$150.00,MRC,RD3,,OVR,OTG.0-ZF,RD3,,OVR,,,,,,,,,120,,"3100 Main St Houston, TX 77004
1301 Fannin St Houston, TX 77002",2425614,FBDK/2425614//ZFS,SC-773800,4/1/35,,,,,,,$194.12,$194.12,$194.12,$194.12,$194.12,$194.12,,,,,
TX,Houston Community College System,OTG - Zayo = zMAP,Direct - zMAP,Zayo,Active,2025,Houston Community College System,3/6/25,371011,50350,23348,Dark Fiber,,1.00,$647.06,$647.06,3.00%,$19.41,$0.00,0.00%,$0.00,MRC,RD3,,OVR,OTG.0-ZF,RD3,,OVR,,,,,,,,,120,,"6100 Main St Houston, TX 77005
3100 Main St Houston, TX 77004",2425614,FBDK/2425614//ZFS,SC-210347,,,,,,,,,,,,,,,,,,
TX,Houston Community College System,OTG - Zayo = zMAP,Direct - zMAP,Zayo,Active,2025,Houston Community College System,3/6/25,371011,50350,23348,Dark Fiber,,1.00,$647.06,$647.06,3.00%,$19.41,$0.00,0.00%,$0.00,MRC,RD3,,OVR,OTG.0-ZF,RD3,,OVR,,,,,,,,,120,,"5601 W Loop Fwy S Houston, TX 77081
6100 Main St Houston, TX 77005",2425614,FBDK/2425614//ZFS,SC-210348,,,,,,,,,,,,,,,,,,
TX,Houston Community College System,OTG - Zayo = zMAP,Direct - zMAP,Zayo,Active,2025,Houston Community College System,3/6/25,371011,50350,23348,Dark Fiber,,1.00,$647.06,$647.06,3.00%,$19.41,$0.00,0.00%,$0.00,MRC,RD3,,OVR,OTG.0-ZF,RD3,,OVR,,,,,,,,,120,,"2811 Hayes Rd Houston, TX 77082
5601 W Loop Fwy S Houston, TX 77081",2425614,FBDK/2425614//ZFS,SC-210349,,,,,,,,,,,,,,,,,,
TX,Houston Community College System,OTG - Zayo = zMAP,Direct - zMAP,Zayo,Active,2025,Houston Community College System,3/6/25,371011,50350,23348,Dark Fiber,,1.00,$647.06,$647.06,3.00%,$19.41,$0.00,0.00%,$0.00,MRC,RD3,,OVR,OTG.0-ZF,RD3,,OVR,,,,,,,,,120,,"1010 W Sam Houston Pkwy N - Bldg 8 Houston, TX 77043
2811 Hayes Rd Houston, TX 77082",2425614,FBDK/2425614//ZFS,SC-210350,,,,,,,,,,,,,,,,,,
TX,Houston Community College System,OTG - Zayo = zMAP,Direct - zMAP,Zayo,Active,2025,Houston Community College System,3/6/25,371011,50350,23348,Dark Fiber,,1.00,$647.06,$647.06,3.00%,$19.41,$0.00,0.00%,$0.00,MRC,RD3,,OVR,OTG.0-ZF,RD3,,OVR,,,,,,,,,120,,"5150 Westway Park Blvd Houston, TX 77041
1010 W Sam Houston Pkwy N - Bldg 8 Houston, TX 77043",2425614,FBDK/2425614//ZFS,SC-210351,,,,,,,,,,,,,,,,,,
